id,disease,symptoms,herbs_used,precautions,prevention,preparation
4653,Allergic Rhinitis,"anxiety, frequent urination, vomiting","Brahmi, Guduchi, Punarnava, Shatavari","Avoid alcohol, Avoid stress, Maintain hydration","Adequate sleep routine, Balanced diet","Using Brahmi, Guduchi, Punarnava, Shatavari, Boil the listed herbs in water for 15 minutes. Strain and drink warm once daily after meals."
1179,Dry Eye Syndrome,"diarrhea, fever, headache, nausea, shortness of breath","Bibhitaki, Turmeric","Avoid alcohol, Avoid spicy food, Light and warm diet","Daily yoga practice, Herbal immune boosters","Using Bibhitaki, Turmeric, Boil herbs in water, strain well, and drink fresh for symptom relief."
4459,Vitamin D Deficiency,"insomnia, itching, productive cough, sore throat","Amla, Manjistha, Pippali, Shatavari","Avoid spicy food, Maintain hydration","Balanced diet, Herbal immune boosters, Stress management","Using Amla, Manjistha, Pippali, Shatavari, Boil herbs in water, strain well, and drink fresh for symptom relief."
1258,Constipation Disorder,"body ache, dizziness, joint pain","Ashwagandha, Bibhitaki, Punarnava, Tulsi","Avoid alcohol, Avoid cold food","Herbal immune boosters, Regular exercise","Using Ashwagandha, Bibhitaki, Punarnava, Tulsi, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
3635,Sinusitis,"headache, insomnia, itching, nausea","Ashwagandha, Bibhitaki, Pippali, Shatavari","Avoid cold food, Avoid spicy food, Avoid stress","Balanced diet, Regular exercise","Using Ashwagandha, Bibhitaki, Pippali, Shatavari, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
1842,Migraine,"burning sensation, constipation, headache, low energy, nausea","Brahmi, Neem","Avoid cold food, Ensure adequate sleep, Light and warm diet","Balanced diet, Regular exercise","Using Brahmi, Neem, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
2310,Joint Inflammation,"constipation, fatigue, fever","Ashwagandha, Guduchi","Avoid oily food, Avoid spicy food","Adequate sleep routine, Balanced diet, Daily yoga practice","Using Ashwagandha, Guduchi, Simmer the herbs gently in water, filter, and take once or twice daily as needed."
911,Generalized Fatigue Syndrome,"abdominal pain, frequent urination, productive cough","Gokshura, Manjistha","Avoid alcohol, Avoid spicy food, Light and warm diet","Daily yoga practice, Stress management","Using Gokshura, Manjistha, Boil the listed herbs in water for 15 minutes. Strain and drink warm once daily after meals."
4341,Ear Infection (Mild),"constipation, low energy, muscle pain, shortness of breath","Guduchi, Haritaki, Manjistha, Tulsi","Avoid spicy food, Maintain hydration","Balanced diet, Regular exercise, Seasonal immunity support","Using Guduchi, Haritaki, Manjistha, Tulsi, Make a light decoction from the herbs and consume warm, preferably after food."
4638,Food Poisoning,"anxiety, back pain, frequent urination, low energy","Ashwagandha, Manjistha, Pippali","Avoid cold food, Avoid oily food","Seasonal immunity support, Stress management","Using Ashwagandha, Manjistha, Pippali, Boil herbs in water, strain well, and drink fresh for symptom relief."
4010,Heat Exhaustion,"burning sensation, dry cough, frequent urination","Neem, Pippali, Shatavari, Turmeric","Avoid cold food, Avoid stress, Light and warm diet","Daily yoga practice, Seasonal immunity support, Stress management","Using Neem, Pippali, Shatavari, Turmeric, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
2170,Vitamin B12 Deficiency,"abdominal pain, dry cough, joint pain, shortness of breath, skin rash, sore throat","Brahmi, Manjistha","Avoid alcohol, Avoid oily food, Avoid stress","Balanced diet, Seasonal immunity support, Stress management","Using Brahmi, Manjistha, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
2173,Eczema,"diarrhea, fatigue, loss of appetite","Brahmi, Turmeric","Avoid cold food, Avoid stress, Do not overexert","Herbal immune boosters, Stress management","Using Brahmi, Turmeric, Make a light decoction from the herbs and consume warm, preferably after food."
124,Osteoarthritis,"dizziness, shortness of breath, skin rash","Amla, Ginger, Shatavari","Avoid cold food, Avoid stress, Maintain hydration","Regular exercise, Stress management","Using Amla, Ginger, Shatavari, Simmer the herbs gently in water, filter, and take once or twice daily as needed."
3159,Anemia,"body ache, itching, nausea","Arjuna, Bibhitaki, Ginger, Manjistha","Avoid spicy food, Ensure adequate sleep","Adequate sleep routine, Herbal immune boosters, Stress management","Using Arjuna, Bibhitaki, Ginger, Manjistha, Boil the listed herbs in water for 15 minutes. Strain and drink warm once daily after meals."
786,Gastritis,"back pain, body ache, burning sensation, loss of appetite, vomiting","Amla, Ashwagandha, Brahmi, Guduchi","Avoid cold food, Light and warm diet","Balanced diet, Stress management","Using Amla, Ashwagandha, Brahmi, Guduchi, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
2417,Stress-Induced Insomnia,"body ache, burning sensation, dizziness, skin rash, sore throat","Pippali, Punarnava","Avoid alcohol, Light and warm diet, Maintain hydration","Daily yoga practice, Seasonal immunity support","Using Pippali, Punarnava, Boil herbs in water, strain well, and drink fresh for symptom relief."
797,Vitamin D Deficiency,"dry cough, insomnia, muscle pain, skin rash","Arjuna, Ginger","Avoid spicy food, Light and warm diet","Adequate sleep routine, Herbal immune boosters, Regular exercise","Using Arjuna, Ginger, Boil herbs in water, strain well, and drink fresh for symptom relief."
4173,Mild Asthma,"chest discomfort, dry cough, fever","Ginger, Tulsi","Avoid stress, Light and warm diet","Adequate sleep routine, Balanced diet, Herbal immune boosters","Using Ginger, Tulsi, Make a light decoction from the herbs and consume warm, preferably after food."
4155,Ear Infection (Mild),"constipation, fever, frequent urination, headache","Arjuna, Gokshura, Tulsi","Avoid spicy food, Do not overexert, Light and warm diet","Balanced diet, Daily yoga practice","Using Arjuna, Gokshura, Tulsi, Boil herbs in water, strain well, and drink fresh for symptom relief."
1937,Diarrheal Disorder,"diarrhea, frequent urination, insomnia, itching, loss of appetite, low energy","Ashwagandha, Guduchi, Turmeric","Avoid spicy food, Do not overexert","Daily yoga practice, Stress management","Using Ashwagandha, Guduchi, Turmeric, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
2157,Sleep Disturbance Disorder,"abdominal pain, back pain, frequent urination, headache","Brahmi, Ginger, Pippali","Avoid stress, Do not overexert, Maintain hydration","Daily yoga practice, Regular exercise","Using Brahmi, Ginger, Pippali, Make a light decoction from the herbs and consume warm, preferably after food."
3808,Dehydration,"back pain, burning sensation, chest discomfort, fatigue, low energy","Brahmi, Haritaki, Shatavari, Turmeric","Avoid spicy food, Avoid stress, Light and warm diet","Daily yoga practice, Herbal immune boosters, Regular exercise","Using Brahmi, Haritaki, Shatavari, Turmeric, Boil herbs in water, strain well, and drink fresh for symptom relief."
1302,Tinnitus (Early Stage),"back pain, insomnia, skin rash, vomiting","Amla, Haritaki","Avoid alcohol, Avoid oily food, Avoid spicy food","Balanced diet, Daily yoga practice","Using Amla, Haritaki, Boil herbs in water, strain well, and drink fresh for symptom relief."
4164,Thyroid Imbalance,"anxiety, diarrhea, fever, low energy, skin rash","Amla, Brahmi","Avoid stress, Do not overexert","Adequate sleep routine, Daily yoga practice, Seasonal immunity support","Using Amla, Brahmi, Simmer the herbs gently in water, filter, and take once or twice daily as needed."
3141,Irritable Bowel Syndrome,"anxiety, fever, headache, skin rash","Arjuna, Pippali, Punarnava, Turmeric","Avoid spicy food, Ensure adequate sleep","Daily yoga practice, Herbal immune boosters","Using Arjuna, Pippali, Punarnava, Turmeric, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
3237,Thyroid Imbalance,"back pain, joint pain, nausea","Neem, Pippali, Punarnava","Light and warm diet, Maintain hydration","Balanced diet, Herbal immune boosters, Seasonal immunity support","Using Neem, Pippali, Punarnava, Make a light decoction from the herbs and consume warm, preferably after food."
2353,Anemia,"abdominal pain, frequent urination, low energy","Ashwagandha, Bibhitaki, Brahmi, Tulsi","Do not overexert, Maintain hydration","Balanced diet, Stress management","Using Ashwagandha, Bibhitaki, Brahmi, Tulsi, Simmer the herbs gently in water, filter, and take once or twice daily as needed."
1933,Tension Headache,"constipation, headache, itching, joint pain, skin rash, vomiting","Amla, Manjistha, Shatavari, Turmeric","Avoid spicy food, Do not overexert","Herbal immune boosters, Seasonal immunity support","Using Amla, Manjistha, Shatavari, Turmeric, Make a light decoction from the herbs and consume warm, preferably after food."
2722,Stress-Induced Insomnia,"body ache, diarrhea, dry cough, nausea, skin rash, sore throat","Amla, Shatavari","Avoid alcohol, Avoid cold food, Do not overexert","Daily yoga practice, Regular exercise","Using Amla, Shatavari, Boil herbs in water, strain well, and drink fresh for symptom relief."
365,Bronchitis,"back pain, burning sensation, fever, loss of appetite","Amla, Ginger, Manjistha, Shatavari","Avoid oily food, Avoid spicy food","Adequate sleep routine, Regular exercise, Seasonal immunity support","Using Amla, Ginger, Manjistha, Shatavari, Boil the listed herbs in water for 15 minutes. Strain and drink warm once daily after meals."
4917,Loss of Appetite,"anxiety, chest discomfort, dizziness, fatigue, headache, itching","Bibhitaki, Manjistha, Pippali","Avoid cold food, Avoid oily food, Avoid spicy food","Adequate sleep routine, Daily yoga practice, Stress management","Using Bibhitaki, Manjistha, Pippali, Simmer the herbs gently in water, filter, and take once or twice daily as needed."
2391,Seasonal Fever,"dizziness, fever, itching, productive cough","Brahmi, Manjistha","Avoid oily food, Light and warm diet","Balanced diet, Herbal immune boosters, Regular exercise","Using Brahmi, Manjistha, Simmer the herbs gently in water, filter, and take once or twice daily as needed."
947,Joint Inflammation,"constipation, dizziness, dry cough, nausea","Manjistha, Pippali, Shatavari","Avoid stress, Do not overexert, Ensure adequate sleep","Daily yoga practice, Herbal immune boosters, Stress management","Using Manjistha, Pippali, Shatavari, Make a light decoction from the herbs and consume warm, preferably after food."
1378,Acid Reflux,"abdominal pain, constipation, fever, joint pain","Amla, Bibhitaki","Avoid spicy food, Ensure adequate sleep","Adequate sleep routine, Seasonal immunity support, Stress management","Using Amla, Bibhitaki, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
1440,Bacterial Skin Infection,"back pain, constipation, dizziness, headache, productive cough","Amla, Gokshura, Turmeric","Avoid spicy food, Ensure adequate sleep","Adequate sleep routine, Regular exercise, Stress management","Using Amla, Gokshura, Turmeric, Make a light decoction from the herbs and consume warm, preferably after food."
3181,Urinary Tract Infection,"anxiety, back pain, chest discomfort, constipation, dizziness, itching","Arjuna, Gokshura, Punarnava","Avoid stress, Maintain hydration","Herbal immune boosters, Regular exercise, Stress management","Using Arjuna, Gokshura, Punarnava, Make a light decoction from the herbs and consume warm, preferably after food."
4858,Ear Infection (Mild),"fatigue, joint pain, nausea, productive cough, shortness of breath, skin rash","Amla, Ginger, Pippali","Avoid spicy food, Ensure adequate sleep, Light and warm diet","Balanced diet, Regular exercise","Using Amla, Ginger, Pippali, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
341,Seasonal Allergy,"abdominal pain, burning sensation, diarrhea, productive cough","Brahmi, Gokshura, Guduchi, Turmeric","Avoid alcohol, Avoid cold food","Balanced diet, Herbal immune boosters","Using Brahmi, Gokshura, Guduchi, Turmeric, Simmer the herbs gently in water, filter, and take once or twice daily as needed."
2990,Prediabetes,"anxiety, body ache, burning sensation, frequent urination, sore throat","Amla, Gokshura, Guduchi, Tulsi","Avoid cold food, Light and warm diet","Adequate sleep routine, Daily yoga practice","Using Amla, Gokshura, Guduchi, Tulsi, Boil herbs in water, strain well, and drink fresh for symptom relief."
383,Tension Headache,"anxiety, fever, itching, nausea, skin rash","Ashwagandha, Guduchi, Pippali","Avoid cold food, Avoid spicy food, Do not overexert","Adequate sleep routine, Herbal immune boosters","Using Ashwagandha, Guduchi, Pippali, Simmer the herbs gently in water, filter, and take once or twice daily as needed."
1557,Peptic Ulcer,"abdominal pain, fatigue, insomnia, muscle pain","Brahmi, Ginger","Avoid stress, Maintain hydration","Balanced diet, Daily yoga practice, Herbal immune boosters","Using Brahmi, Ginger, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
300,Ear Infection (Mild),"anxiety, burning sensation, chest discomfort, loss of appetite","Gokshura, Turmeric","Avoid oily food, Avoid stress, Do not overexert","Balanced diet, Regular exercise, Seasonal immunity support","Using Gokshura, Turmeric, Boil herbs in water, strain well, and drink fresh for symptom relief."
